pref,city,intersection,hiragana,address,lat,lon
徳島県,徳島市,徳島製粉横交差点,とくしませいふんよここうさてん,徳島市南二軒屋町三丁目１番８号,34.052371,134.544955
香川県,高松市,盲学校南交差点,もうがっこうみなみこうさてん,高松市昭和町一丁目１番２２号,34.344111,134.035538
香川県,高松市,昭和町交差点,しょうわちょうこうさてん,高松市昭和町一丁目３番１号先,34.344361,134.03396
愛媛県,松山市,消防局前交差点,しょうぼうきょくまえこうさてん,松山市本町六丁目６番地１先 ,33.852684,132.758837
愛媛県,松山市,中央二丁目交差点,ちゅうおうにちょうめこうさてん,松山市中央二丁目２３番地１先 ,33.855036,132.747995
愛媛県,松山市,中央一丁目交差点,ちゅうおういっちょうめこうさてん,松山市中央一丁目１１番１号先,33.854178,132.752193
愛媛県,松山市,松山盲学校北交差点,まつやまもうがっこうきたこうさてん,松山市久万ﾉ台１８７番地１先 ,33.858115,132.748749
愛媛県,松山市,盲学校北第二交差点,もうがっこうきただいにこうさてん,松山市久万ﾉ台２８５番地３先,33.859096,132.749028
高知県,高知市,幸町高架下交差点,さいわいちょうこうかしたこうさてん,高知市幸町２番２８号先,33.567348,133.532305
福岡県,福岡市,吉塚駅前交差点,よしづかえきまえこうさてん,福岡市博多区東公園２番２０号先,33.606563,130.422555
福岡県,福岡市,県庁北口交差点,けんちょうきたぐちこうさてん,福岡市博多区東公園７番１１号先 ,33.607632,130.420611
福岡県,福岡市,県庁北交差点,けんちょうきたこうさてん,福岡市東区馬出一丁目１３番３号先,33.608843,130.419141
福岡県,福岡市,九大東門前交差点,きゅうだいひがしもんまえこうさてん,福岡市東区馬出三丁目１先,33.609137,130.418588
福岡県,福岡市,黒門西,くろもんにし,福岡市中央区黒門６番３号先,33.590339,130.371678
福岡県,福岡市,黒門橋,くろもんばし,福岡市中央区唐人町一丁目１番１号先,33.590408,130.372921
福岡県,福岡市,当仁小学校前,とうにんしょうがっこうまえ,福岡市中央区唐人町三丁目１番４５号先 ,33.592021,130.372663
福岡県,福岡市,大橋駅前,おおはしえきまえ,福岡市南区大橋一丁目３番１号先,33.560101,130.427629
福岡県,福岡市,南区役所前,みなみくやくしょまえ,福岡市南区塩原三丁目２５番１号先,33.561107,130.426182
福岡県,福岡市,姪浜駅南口交差点,めいのはまえきみなみぐちこうさてん,福岡市西区姪浜駅南一丁目２番２３号先,33.583089,130.325346
福岡県,福岡市,西区役所前交差点,にしくやくしょまえこうさてん,福岡市西区内浜一丁目４番１号先,33.583178,130.323666
福岡県,福岡市,別府１丁目交差点,べふいっちょうめこうさてん,福岡市城南区別府一丁目２１番先,33.57468,130.370873
福岡県,福岡市,城南区役所前交差点,じょうなんくやくしょまえこうさてん,福岡市城南区鳥飼五丁目２番２５号先 ,33.575424,130.370577
福岡県,北九州市,西小倉駅ロータリー前,にしこくらえきろーたりーまえ,北九州市小倉北区室町三丁目３番１５号先,33.888101,130.873503
福岡県,北九州市,西小倉駅前,にしこくらえきまえ,北九州市小倉北区大門一丁目１番１号先,33.887101,130.873036
福岡県,北九州市,小倉北警察署前,こくらきたけいさつしょまえ,北九州市小倉北区大門一丁目６番１９号先,33.883457,130.872156
福岡県,北九州市,小倉北区役所庁舎前,こくらきたくやくしょちょうしゃまえ,北九州市小倉北区大手町１番１号先,33.880673,130.874344
福岡県,北九州市,黒崎２丁目交差点,くろさきにちょうめこうさてん,北九州市八幡西区黒崎三丁目１番７号先,33.865057,130.765984
福岡県,北九州市,黒崎４丁目交差点,くろさきよんちょうめこうさてん,北九州市八幡西区黒崎三丁目２番８号先 ,33.864267,130.765857
福岡県,北九州市,熊手３丁目交差点,くまてさんちょうめこうさてん,北九州市八幡西区黒崎四丁目１番８号先,33.863474,130.765725
福岡県,北九州市,岸の浦２丁目交差点,きしのうらにちょうめこうさてん,北九州市八幡西区岡田町２番２０号先,33.862325,130.765518
福岡県,久留米市,西鉄久留米駅前交差点,にしてつくるめえきまえこうさてん,久留米市東町４２番地２１先 ,33.313077,130.520794
福岡県,久留米市,六ツ門交差点,むつもんこうさてん,久留米市日吉町１６番地２４先,33.314531,130.512703
佐賀県,佐賀市,佐賀駅前交番西交差点,さがえきまえこうばんにしこうさてん,佐賀市駅前中央一丁目 ,33.261858,130.298357
佐賀県,佐賀市,SAGAアリーナ前交差点,さがありーなまえこうさてん,佐賀市日の出一丁目 ,33.274301,130.293765
佐賀県,佐賀市,佐賀駅北口北交差点,さがえききたぐちきたこうさてん,佐賀市駅前中央二丁目,33.267066,130.296857
長崎県,時津町,西時津バス停先交差点,にしとぎつばすていさきこうさてん,西彼杵郡時津町浜田郷,32.835487,129.856924
熊本県,熊本市,身体障害者福祉センター前横断路,しんたいしょうがいしゃふくしせんたーまえおうだんろ,熊本市東区長嶺南二丁目３番２号,32.808366,130.767091
熊本県,熊本市,市電健軍終点交差点,しでんけんぐんしゅうてんこうさてん,熊本市東区若葉一丁目２番７号,32.778351,130.761374
大分県,大分市,顕徳町1丁目,けんとくまちいっちょうめ,大分市金池町一丁目,33.232248,131.611939
大分県,大分市,大分駅南口広場,おおいたえきみなみぐちひろば,大分市金池南一丁目,33.231515,131.605706
宮崎県,宮崎市,宮崎駅前交差点,みやざきえきまえこうさてん,宮崎市錦町１番１１号先,31.91568,131.43062
宮崎県,宮崎市,宮崎駅西口広場前交差点,みやざきえきにしぐちひろばまえこうさてん,宮崎市老松二丁目１番１７号先,31.915005,131.430461
鹿児島県,鹿児島市,警察本部前交差点,けいさつほんぶまえこうさてん,鹿児島市鴨池新町７番４号,31.55866,130.557121
鹿児島県,鹿児島市,谷山小学校前交差点,たにやましょうがっこうまえこうさてん,鹿児島市谷山中央一丁目４９６２番地,31.521336,130.516791
鹿児島県,鹿児島市,南清見交差点,みなみきよみこうさてん,鹿児島市谷山中央二丁目４１９２番地１,31.525723,130.519534
鹿児島県,鹿児島市,谷山駅南交差点,たにやまえきみなみこうさてん,鹿児島市谷山中央一丁目４０４９番地１,31.525711,130.517446
沖縄県,那覇市,県庁北口交差点,けんちょうきたぐちこうさてん,那覇市久茂地一丁目１番１号 ,26.213655,127.680471
沖縄県,那覇市,牧志一丁目交差点,まきしいっちょうめこうさてん,那覇市牧志一丁目９番１号,26.216387,127.683781
沖縄県,那覇市,視覚障害者福祉センター前横断路,しかくしょうがいしゃふくしせんたーまえおうだんろ,那覇市松尾二丁目１５番２９号,26.21285,127.685391
